HTAN_Data_File_ID,Imaging_Assay_Type
HTA11_6025_20000010115220010010001530026,MxIF
HTA11_6025_20000010115220010010001520025,MxIF
HTA11_6025_20000010115220010010001740030,MxIF
HTA11_6025_20000010115220010010001720028,MxIF
HTA11_6025_20000010115220010010001730029,MxIF
HTA11_6025_20000010115220010010001840031,MxIF
HTA11_6025_20000010115220010010001820032,MxIF
HTA11_6025_20000010115220010020000130006,MxIF
HTA11_6025_20000010115220010020000120005,MxIF
HTA11_6025_20000010115220010020000140007,MxIF
HTA11_6025_20000010115220010020000320008,MxIF
HTA11_6025_20000010115220010020000340009,MxIF
HTA11_6025_20000010115220010020000530011,MxIF
HTA11_6025_20000010115220010020000520010,MxIF
HTA11_6025_20000010115220010020000540012,MxIF
HTA11_6025_20000010115220010020000740015,MxIF
HTA11_6025_20000010115220010020000730014,MxIF
HTA11_6025_20000010115220010020000720013,MxIF
HTA11_6025_20000010115220010020000930017,MxIF
HTA11_6025_20000010115220010020000920016,MxIF
HTA11_6025_20000010115220010020000940018,MxIF
HTA11_6025_20000010115220010020001140021,MxIF
HTA11_6025_20000010115220010020001130020,MxIF
HTA11_6025_20000010115220010020001120019,MxIF
HTA11_6025_20000010115220010020001320022,MxIF
HTA11_6025_20000010115220010020001330023,MxIF
HTA11_6025_20000010115220010020001340024,MxIF
HTA11_6025_20000010115220010020001540027,MxIF
HTA11_6025_20000010115220010020001530026,MxIF
HTA11_6025_20000010115220010020001520025,MxIF
HTA11_6025_20000010115220010020001740030,MxIF
HTA11_6025_20000010115220010020001720028,MxIF
HTA11_6025_20000010115220010020001730029,MxIF
HTA11_6025_20000010115220010020001840031,MxIF
HTA11_6025_20000010115220010020001820032,MxIF
HTA11_6025_20000010115220010030000130006,MxIF
HTA11_6025_20000010115220010030000120005,MxIF
HTA11_6025_20000010115220010030000140007,MxIF
HTA11_6025_20000010115220010030000320008,MxIF
HTA11_6025_20000010115220010030000340009,MxIF
HTA11_6025_20000010115220010030000530011,MxIF
HTA11_6025_20000010115220010030000520010,MxIF
HTA11_6025_20000010115220010030000540012,MxIF
HTA11_6025_20000010115220010030000740015,MxIF
HTA11_6025_20000010115220010030000730014,MxIF
HTA11_6025_20000010115220010030000720013,MxIF
HTA11_6025_20000010115220010030000930017,MxIF
HTA11_6025_20000010115220010030000920016,MxIF
HTA11_6025_20000010115220010030000940018,MxIF
HTA11_6025_20000010115220010030001140021,MxIF
HTA11_6025_20000010115220010030001130020,MxIF
HTA11_6025_20000010115220010030001120019,MxIF
HTA11_6025_20000010115220010030001320022,MxIF
HTA11_6025_20000010115220010030001330023,MxIF
HTA11_6025_20000010115220010030001340024,MxIF
HTA11_6025_20000010115220010030001540027,MxIF
HTA11_6025_20000010115220010030001530026,MxIF
HTA11_6025_20000010115220010030001520025,MxIF
HTA11_6025_20000010115220010030001740030,MxIF
HTA11_6025_20000010115220010030001720028,MxIF
HTA11_6025_20000010115220010030001730029,MxIF
HTA11_6025_20000010115220010030001840031,MxIF
HTA11_6025_20000010115220010030001820032,MxIF
HTA11_6025_20000010115220010040000130006,MxIF
HTA11_6025_20000010115220010040000120005,MxIF
HTA11_6025_20000010115220010040000140007,MxIF
HTA11_6025_20000010115220010040000320008,MxIF
HTA11_6025_20000010115220010040000340009,MxIF
HTA11_6025_20000010115220010040000530011,MxIF
HTA11_6025_20000010115220010040000520010,MxIF
HTA11_6025_20000010115220010040000540012,MxIF
HTA11_6025_20000010115220010040000740015,MxIF
HTA11_6025_20000010115220010040000730014,MxIF
HTA11_6025_20000010115220010040000720013,MxIF
HTA11_6025_20000010115220010040000930017,MxIF
HTA11_6025_20000010115220010040000920016,MxIF
HTA11_6025_20000010115220010040000940018,MxIF
HTA11_6025_20000010115220010040001140021,MxIF
HTA11_6025_20000010115220010040001130020,MxIF
HTA11_6025_20000010115220010040001120019,MxIF
HTA11_6025_20000010115220010040001320022,MxIF
HTA11_6025_20000010115220010040001330023,MxIF
HTA11_6025_20000010115220010040001340024,MxIF
HTA11_6025_20000010115220010040001540027,MxIF
HTA11_6025_20000010115220010040001530026,MxIF
HTA11_6025_20000010115220010040001520025,MxIF
HTA11_6025_20000010115220010040001740030,MxIF
HTA11_6025_20000010115220010040001720028,MxIF
HTA11_6025_20000010115220010040001730029,MxIF
HTA11_6025_20000010115220010040001840031,MxIF
HTA11_6025_20000010115220010040001820032,MxIF
HTA11_6134_20000010115220010010000130006,MxIF
HTA11_6134_20000010115220010010000120005,MxIF
HTA11_6134_20000010115220010010000140007,MxIF
HTA11_6134_20000010115220010010000530011,MxIF
HTA11_6134_20000010115220010010000520010,MxIF
HTA11_6134_20000010115220010010000540012,MxIF
HTA11_6134_20000010115220010010000740015,MxIF
HTA11_6134_20000010115220010010000730014,MxIF
HTA11_6134_20000010115220010010000720013,MxIF
HTA11_6134_20000010115220010010000930017,MxIF
HTA11_6134_20000010115220010010000920016,MxIF
HTA11_6134_20000010115220010010000940018,MxIF
HTA11_6134_20000010115220010010001140021,MxIF
HTA11_6134_20000010115220010010001130020,MxIF
HTA11_6134_20000010115220010010001120019,MxIF
HTA11_6134_20000010115220010010001320022,MxIF
HTA11_6134_20000010115220010010001330023,MxIF
HTA11_6134_20000010115220010010001340024,MxIF
HTA11_6134_20000010115220010010001540027,MxIF
HTA11_6134_20000010115220010010001530026,MxIF
HTA11_6134_20000010115220010010001520025,MxIF
HTA11_6134_20000010115220010010001740030,MxIF
HTA11_6134_20000010115220010010001720028,MxIF
HTA11_6134_20000010115220010010001730029,MxIF
HTA11_6147_20000010115220010010000130006,MxIF
HTA11_6147_20000010115220010010000120005,MxIF
HTA11_6147_20000010115220010010000140007,MxIF
HTA11_6147_20000010115220010010000320008,MxIF
HTA11_6147_20000010115220010010000340009,MxIF
HTA11_6147_20000010115220010010000530011,MxIF
HTA11_6147_20000010115220010010000520010,MxIF
HTA11_6147_20000010115220010010000540012,MxIF
HTA11_6147_20000010115220010010000740015,MxIF
HTA11_6147_20000010115220010010000730014,MxIF
HTA11_6147_20000010115220010010000720013,MxIF
HTA11_6147_20000010115220010010000930017,MxIF
HTA11_6147_20000010115220010010000920016,MxIF
HTA11_6147_20000010115220010010000940018,MxIF
HTA11_6147_20000010115220010010001140021,MxIF
HTA11_6147_20000010115220010010001130020,MxIF
HTA11_6147_20000010115220010010001120019,MxIF
HTA11_6147_20000010115220010010001320022,MxIF
HTA11_6147_20000010115220010010001330023,MxIF
HTA11_6147_20000010115220010010001340024,MxIF
HTA11_6147_20000010115220010010001540027,MxIF
HTA11_6147_20000010115220010010001530026,MxIF
HTA11_6147_20000010115220010010001520025,MxIF
HTA11_6147_20000010115220010010001740030,MxIF
HTA11_6147_20000010115220010010001720028,MxIF
HTA11_6147_20000010115220010010001730029,MxIF
HTA11_6147_20000010115220010010001840031,MxIF
HTA11_6147_20000010115220010010001820032,MxIF
HTA11_6310_20000010115220010010000130006,MxIF
HTA11_6310_20000010115220010010000120005,MxIF
HTA11_6310_20000010115220010010000140007,MxIF
HTA11_6310_20000010115220010010000320008,MxIF
HTA11_6310_20000010115220010010000340009,MxIF
HTA11_6310_20000010115220010010000530011,MxIF
HTA11_6310_20000010115220010010000520010,MxIF
HTA11_6310_20000010115220010010000540012,MxIF
HTA11_6310_20000010115220010010000740015,MxIF
HTA11_6310_20000010115220010010000730014,MxIF
HTA11_6310_20000010115220010010000720013,MxIF
HTA11_6310_20000010115220010010000930017,MxIF
HTA11_6310_20000010115220010010000920016,MxIF
HTA11_6310_20000010115220010010000940018,MxIF
HTA11_6310_20000010115220010010001140021,MxIF
HTA11_6310_20000010115220010010001130020,MxIF
HTA11_6310_20000010115220010010001120019,MxIF
HTA11_6310_20000010115220010010001320022,MxIF
HTA11_6310_20000010115220010010001330023,MxIF
HTA11_6310_20000010115220010010001340024,MxIF
HTA11_6310_20000010115220010010001540027,MxIF
HTA11_6310_20000010115220010010001530026,MxIF
HTA11_6310_20000010115220010010001520025,MxIF
HTA11_6310_20000010115220010010001740030,MxIF
HTA11_6310_20000010115220010010001720028,MxIF
HTA11_6310_20000010115220010010001730029,MxIF
HTA11_6310_20000010115220010010001840031,MxIF
HTA11_6310_20000010115220010010001820032,MxIF
HTA11_6310_20000010115220010020000130006,MxIF
HTA11_6310_20000010115220010020000120005,MxIF
HTA11_6310_20000010115220010020000140007,MxIF
HTA11_6310_20000010115220010020000320008,MxIF
HTA11_6310_20000010115220010020000340009,MxIF
HTA11_6310_20000010115220010020000530011,MxIF
HTA11_6310_20000010115220010020000520010,MxIF
HTA11_6310_20000010115220010020000540012,MxIF
HTA11_6310_20000010115220010020000740015,MxIF
HTA11_6310_20000010115220010020000730014,MxIF
HTA11_6310_20000010115220010020000720013,MxIF
HTA11_6310_20000010115220010020000930017,MxIF
HTA11_6310_20000010115220010020000920016,MxIF
HTA11_6310_20000010115220010020000940018,MxIF
HTA11_6310_20000010115220010020001140021,MxIF
HTA11_6310_20000010115220010020001130020,MxIF
HTA11_6310_20000010115220010020001120019,MxIF
HTA11_6310_20000010115220010020001320022,MxIF
HTA11_6310_20000010115220010020001330023,MxIF
HTA11_6310_20000010115220010020001340024,MxIF
HTA11_6310_20000010115220010020001540027,MxIF
HTA11_6310_20000010115220010020001530026,MxIF
HTA11_6310_20000010115220010020001520025,MxIF
HTA11_6310_20000010115220010020001740030,MxIF
HTA11_6310_20000010115220010020001720028,MxIF
HTA11_6310_20000010115220010020001730029,MxIF
HTA11_6310_20000010115220010020001840031,MxIF
HTA11_6310_20000010115220010020001820032,MxIF
HTA11_6310_20000010115220010030000130006,MxIF
HTA11_6310_20000010115220010030000120005,MxIF
HTA11_6310_20000010115220010030000140007,MxIF
HTA11_6310_20000010115220010030000320008,MxIF
HTA11_6310_20000010115220010030000340009,MxIF
HTA11_6310_20000010115220010030000530011,MxIF
HTA11_6310_20000010115220010030000520010,MxIF
HTA11_6310_20000010115220010030000540012,MxIF
HTA11_6310_20000010115220010030000740015,MxIF
HTA11_6310_20000010115220010030000730014,MxIF
HTA11_6310_20000010115220010030000720013,MxIF
HTA11_6310_20000010115220010030000930017,MxIF
HTA11_6310_20000010115220010030000920016,MxIF
HTA11_6310_20000010115220010030000940018,MxIF
HTA11_6310_20000010115220010030001140021,MxIF
HTA11_6310_20000010115220010030001130020,MxIF
HTA11_6310_20000010115220010030001120019,MxIF
HTA11_6310_20000010115220010030001320022,MxIF
HTA11_6310_20000010115220010030001330023,MxIF
HTA11_6310_20000010115220010030001340024,MxIF
HTA11_6310_20000010115220010030001540027,MxIF
HTA11_6310_20000010115220010030001530026,MxIF
HTA11_6310_20000010115220010030001520025,MxIF
HTA11_6310_20000010115220010030001740030,MxIF
HTA11_6310_20000010115220010030001720028,MxIF
HTA11_6310_20000010115220010030001730029,MxIF
HTA11_6310_20000010115220010030001840031,MxIF
HTA11_6310_20000010115220010030001820032,MxIF
HTA11_6310_20000010115220010040000130006,MxIF
HTA11_6310_20000010115220010040000120005,MxIF
HTA11_6310_20000010115220010040000140007,MxIF
HTA11_6310_20000010115220010040000320008,MxIF
HTA11_6310_20000010115220010040000340009,MxIF
HTA11_6310_20000010115220010040000530011,MxIF
HTA11_6310_20000010115220010040000520010,MxIF
HTA11_6310_20000010115220010040000540012,MxIF
HTA11_6310_20000010115220010040000740015,MxIF
HTA11_6310_20000010115220010040000730014,MxIF
HTA11_6310_20000010115220010040000720013,MxIF
HTA11_6310_20000010115220010040000930017,MxIF
HTA11_6310_20000010115220010040000920016,MxIF
HTA11_6310_20000010115220010040000940018,MxIF
HTA11_6310_20000010115220010040001140021,MxIF
HTA11_6310_20000010115220010040001130020,MxIF
HTA11_6310_20000010115220010040001120019,MxIF
HTA11_6310_20000010115220010040001320022,MxIF
HTA11_6310_20000010115220010040001330023,MxIF
HTA11_6310_20000010115220010040001340024,MxIF
HTA11_6310_20000010115220010040001540027,MxIF
HTA11_6310_20000010115220010040001530026,MxIF
HTA11_6310_20000010115220010040001520025,MxIF
HTA11_6310_20000010115220010040001740030,MxIF
HTA11_6310_20000010115220010040001720028,MxIF
HTA11_6310_20000010115220010040001730029,MxIF
HTA11_6310_20000010115220010040001840031,MxIF
HTA11_6310_20000010115220010040001820032,MxIF
HTA11_83_20000010115220010010000110004,MxIF
HTA11_83_20000010115220010010000210004,MxIF
HTA11_83_20000010115220010010000310004,MxIF
HTA11_83_20000010115220010010000410004,MxIF
HTA11_83_20000010115220010010000510004,MxIF
HTA11_83_20000010115220010010000610004,MxIF
HTA11_83_20000010115220010010000710004,MxIF
HTA11_83_20000010115220010010000810004,MxIF
HTA11_83_20000010115220010010000910004,MxIF
HTA11_83_20000010115220010010001010004,MxIF
HTA11_83_20000010115220010010001110004,MxIF
HTA11_83_20000010115220010010001210004,MxIF
HTA11_83_20000010115220010010001310004,MxIF
HTA11_83_20000010115220010010001410004,MxIF
HTA11_83_20000010115220010010001510004,MxIF
HTA11_83_20000010115220010010001610004,MxIF
HTA11_83_20000010115220010010001710004,MxIF
HTA11_83_20000010115220010010001810004,MxIF
HTA11_83_20000010115220010020000110004,MxIF
HTA11_83_20000010115220010020000210004,MxIF
HTA11_83_20000010115220010020000310004,MxIF
HTA11_83_20000010115220010020000410004,MxIF
HTA11_83_20000010115220010020000510004,MxIF
HTA11_83_20000010115220010020000610004,MxIF
HTA11_83_20000010115220010020000710004,MxIF
HTA11_83_20000010115220010020000810004,MxIF
HTA11_83_20000010115220010020000910004,MxIF
HTA11_83_20000010115220010020001010004,MxIF
HTA11_83_20000010115220010020001110004,MxIF
HTA11_83_20000010115220010020001210004,MxIF
HTA11_83_20000010115220010020001310004,MxIF
HTA11_83_20000010115220010020001410004,MxIF
HTA11_83_20000010115220010020001510004,MxIF
HTA11_83_20000010115220010020001610004,MxIF
HTA11_83_20000010115220010020001710004,MxIF
HTA11_83_20000010115220010020001810004,MxIF
HTA11_83_20000010115220010030000110004,MxIF
HTA11_83_20000010115220010030000210004,MxIF
HTA11_83_20000010115220010030000310004,MxIF
HTA11_83_20000010115220010030000410004,MxIF
HTA11_83_20000010115220010030000510004,MxIF
HTA11_83_20000010115220010030000610004,MxIF
HTA11_83_20000010115220010030000710004,MxIF
HTA11_83_20000010115220010030000810004,MxIF
HTA11_83_20000010115220010030000910004,MxIF
HTA11_83_20000010115220010030001010004,MxIF
HTA11_83_20000010115220010030001110004,MxIF
HTA11_83_20000010115220010030001210004,MxIF
HTA11_83_20000010115220010030001310004,MxIF
HTA11_83_20000010115220010030001410004,MxIF
HTA11_83_20000010115220010030001510004,MxIF
HTA11_83_20000010115220010030001610004,MxIF
HTA11_83_20000010115220010030001710004,MxIF
HTA11_83_20000010115220010030001810004,MxIF
HTA11_347_20000010115220010010000110004,MxIF
HTA11_347_20000010115220010010000210004,MxIF
HTA11_347_20000010115220010010000310004,MxIF
HTA11_347_20000010115220010010000410004,MxIF
HTA11_347_20000010115220010010000510004,MxIF
HTA11_347_20000010115220010010000610004,MxIF
HTA11_347_20000010115220010010000710004,MxIF
HTA11_347_20000010115220010010000810004,MxIF
HTA11_347_20000010115220010010000910004,MxIF
HTA11_347_20000010115220010010001010004,MxIF
HTA11_347_20000010115220010010001110004,MxIF
HTA11_347_20000010115220010010001210004,MxIF
HTA11_347_20000010115220010010001310004,MxIF
HTA11_347_20000010115220010010001410004,MxIF
HTA11_347_20000010115220010010001510004,MxIF
HTA11_347_20000010115220010010001610004,MxIF
HTA11_347_20000010115220010010001710004,MxIF
HTA11_347_20000010115220010010001810004,MxIF
HTA11_347_20000010115220010020000110004,MxIF
HTA11_347_20000010115220010020000210004,MxIF
HTA11_347_20000010115220010020000310004,MxIF
HTA11_347_20000010115220010020000410004,MxIF
HTA11_347_20000010115220010020000510004,MxIF
HTA11_347_20000010115220010020000610004,MxIF
HTA11_347_20000010115220010020000710004,MxIF
HTA11_347_20000010115220010020000810004,MxIF
HTA11_347_20000010115220010020000910004,MxIF
HTA11_347_20000010115220010020001010004,MxIF
HTA11_347_20000010115220010020001110004,MxIF
HTA11_347_20000010115220010020001210004,MxIF
HTA11_347_20000010115220010020001310004,MxIF
HTA11_347_20000010115220010020001410004,MxIF
HTA11_347_20000010115220010020001510004,MxIF
HTA11_347_20000010115220010020001610004,MxIF
HTA11_347_20000010115220010020001710004,MxIF
HTA11_347_20000010115220010020001810004,MxIF
HTA11_347_20000010115220010030000110004,MxIF
HTA11_347_20000010115220010030000210004,MxIF
HTA11_347_20000010115220010030000310004,MxIF
HTA11_347_20000010115220010030000410004,MxIF
HTA11_347_20000010115220010030000510004,MxIF
HTA11_347_20000010115220010030000610004,MxIF
HTA11_347_20000010115220010030000710004,MxIF
HTA11_347_20000010115220010030000810004,MxIF
HTA11_347_20000010115220010030000910004,MxIF
HTA11_347_20000010115220010030001010004,MxIF
HTA11_347_20000010115220010030001110004,MxIF
HTA11_347_20000010115220010030001210004,MxIF
HTA11_347_20000010115220010030001310004,MxIF
HTA11_347_20000010115220010030001410004,MxIF
HTA11_347_20000010115220010030001510004,MxIF
HTA11_347_20000010115220010030001610004,MxIF
HTA11_347_20000010115220010030001710004,MxIF
HTA11_347_20000010115220010030001810004,MxIF
HTA11_377_20000010115220010010000110004,MxIF
HTA11_377_20000010115220010010000210004,MxIF
HTA11_377_20000010115220010010000310004,MxIF
HTA11_377_20000010115220010010000410004,MxIF
HTA11_377_20000010115220010010000510004,MxIF
HTA11_377_20000010115220010010000610004,MxIF
HTA11_377_20000010115220010010000710004,MxIF
HTA11_377_20000010115220010010000810004,MxIF
HTA11_377_20000010115220010010000910004,MxIF
HTA11_377_20000010115220010010001010004,MxIF
HTA11_377_20000010115220010010001110004,MxIF
HTA11_377_20000010115220010010001210004,MxIF
HTA11_377_20000010115220010010001310004,MxIF
HTA11_377_20000010115220010010001410004,MxIF
HTA11_377_20000010115220010010001510004,MxIF
HTA11_377_20000010115220010010001610004,MxIF
HTA11_377_20000010115220010010001710004,MxIF
HTA11_377_20000010115220010010001810004,MxIF
HTA11_377_20000010115220010020000110004,MxIF
HTA11_377_20000010115220010020000210004,MxIF
HTA11_377_20000010115220010020000310004,MxIF
HTA11_377_20000010115220010020000410004,MxIF
HTA11_377_20000010115220010020000510004,MxIF
HTA11_377_20000010115220010020000610004,MxIF
HTA11_377_20000010115220010020000710004,MxIF
HTA11_377_20000010115220010020000810004,MxIF
HTA11_377_20000010115220010020000910004,MxIF
HTA11_377_20000010115220010020001010004,MxIF
HTA11_377_20000010115220010020001110004,MxIF
HTA11_377_20000010115220010020001210004,MxIF
HTA11_377_20000010115220010020001310004,MxIF
HTA11_377_20000010115220010020001410004,MxIF
HTA11_377_20000010115220010020001510004,MxIF
HTA11_377_20000010115220010020001610004,MxIF
HTA11_377_20000010115220010020001710004,MxIF
HTA11_377_20000010115220010020001810004,MxIF
HTA11_377_20000010115220010030000110004,MxIF
HTA11_377_20000010115220010030000210004,MxIF
HTA11_377_20000010115220010030000310004,MxIF
HTA11_377_20000010115220010030000410004,MxIF
HTA11_377_20000010115220010030000510004,MxIF
HTA11_377_20000010115220010030000610004,MxIF
HTA11_377_20000010115220010030000710004,MxIF
HTA11_377_20000010115220010030000810004,MxIF
HTA11_377_20000010115220010030000910004,MxIF
HTA11_377_20000010115220010030001010004,MxIF
HTA11_377_20000010115220010030001110004,MxIF
HTA11_377_20000010115220010030001210004,MxIF
HTA11_377_20000010115220010030001310004,MxIF
HTA11_377_20000010115220010030001410004,MxIF
HTA11_377_20000010115220010030001510004,MxIF
HTA11_377_20000010115220010030001610004,MxIF
HTA11_377_20000010115220010030001710004,MxIF
HTA11_377_20000010115220010030001810004,MxIF
HTA11_392_30000110115220010010000110004,MxIF
HTA11_392_30000110115220010010000210004,MxIF
HTA11_392_30000110115220010010000310004,MxIF
HTA11_392_30000110115220010010000410004,MxIF
HTA11_392_30000110115220010010000510004,MxIF
HTA11_392_30000110115220010010000610004,MxIF
HTA11_392_30000110115220010010000710004,MxIF
HTA11_392_30000110115220010010000810004,MxIF
HTA11_392_30000110115220010010000910004,MxIF
HTA11_392_30000110115220010010001010004,MxIF
HTA11_392_30000110115220010010001110004,MxIF
HTA11_392_30000110115220010010001210004,MxIF
HTA11_392_30000110115220010010001310004,MxIF
HTA11_392_30000110115220010010001410004,MxIF
HTA11_392_30000110115220010010001510004,MxIF
HTA11_392_30000110115220010010001610004,MxIF
HTA11_392_30000110115220010010001710004,MxIF
HTA11_392_30000110115220010020000110004,MxIF
HTA11_392_30000110115220010020000210004,MxIF
HTA11_392_30000110115220010020000310004,MxIF
HTA11_392_30000110115220010020000410004,MxIF
HTA11_392_30000110115220010020000510004,MxIF
HTA11_392_30000110115220010020000610004,MxIF
HTA11_392_30000110115220010020000710004,MxIF
HTA11_392_30000110115220010020000810004,MxIF
HTA11_392_30000110115220010020000910004,MxIF
HTA11_392_30000110115220010020001010004,MxIF
HTA11_392_30000110115220010020001110004,MxIF
HTA11_392_30000110115220010020001210004,MxIF
HTA11_392_30000110115220010020001310004,MxIF
HTA11_392_30000110115220010020001410004,MxIF
HTA11_392_30000110115220010020001510004,MxIF
HTA11_392_30000110115220010020001610004,MxIF
HTA11_392_30000110115220010020001710004,MxIF
HTA11_392_30000110115220010030000110004,MxIF
HTA11_392_30000110115220010030000210004,MxIF
HTA11_392_30000110115220010030000310004,MxIF
HTA11_392_30000110115220010030000410004,MxIF
HTA11_392_30000110115220010030000510004,MxIF
HTA11_392_30000110115220010030000610004,MxIF
HTA11_392_30000110115220010030000710004,MxIF
HTA11_392_30000110115220010030000810004,MxIF
HTA11_392_30000110115220010030000910004,MxIF
HTA11_392_30000110115220010030001010004,MxIF
HTA11_392_30000110115220010030001110004,MxIF
HTA11_392_30000110115220010030001210004,MxIF
HTA11_392_30000110115220010030001310004,MxIF
HTA11_392_30000110115220010030001410004,MxIF
HTA11_392_30000110115220010030001510004,MxIF
HTA11_392_30000110115220010030001610004,MxIF
HTA11_392_30000110115220010030001710004,MxIF
HTA11_392_30000110115220010040000110004,MxIF
HTA11_392_30000110115220010040000210004,MxIF
HTA11_392_30000110115220010040000310004,MxIF
HTA11_392_30000110115220010040000410004,MxIF
HTA11_392_30000110115220010040000510004,MxIF
HTA11_392_30000110115220010040000610004,MxIF
HTA11_392_30000110115220010040000710004,MxIF
HTA11_392_30000110115220010040000810004,MxIF
HTA11_392_30000110115220010040000910004,MxIF
HTA11_392_30000110115220010040001010004,MxIF
HTA11_392_30000110115220010040001110004,MxIF
HTA11_392_30000110115220010040001210004,MxIF
HTA11_392_30000110115220010040001310004,MxIF
HTA11_392_30000110115220010040001410004,MxIF
HTA11_392_30000110115220010040001510004,MxIF
HTA11_392_30000110115220010040001610004,MxIF
HTA11_392_30000110115220010040001710004,MxIF
HTA11_392_30000110115220010050000110004,MxIF
HTA11_392_30000110115220010050000210004,MxIF
HTA11_392_30000110115220010050000310004,MxIF
HTA11_392_30000110115220010050000410004,MxIF
HTA11_392_30000110115220010050000510004,MxIF
HTA11_392_30000110115220010050000610004,MxIF
HTA11_392_30000110115220010050000710004,MxIF
HTA11_392_30000110115220010050000810004,MxIF
HTA11_392_30000110115220010050000910004,MxIF
HTA11_392_30000110115220010050001010004,MxIF
HTA11_392_30000110115220010050001110004,MxIF
HTA11_392_30000110115220010050001210004,MxIF
HTA11_392_30000110115220010050001310004,MxIF
HTA11_392_30000110115220010050001410004,MxIF
HTA11_392_30000110115220010050001510004,MxIF
HTA11_392_30000110115220010050001610004,MxIF
HTA11_392_30000110115220010050001710004,MxIF
HTA11_392_30000110115220010060000110004,MxIF
HTA11_392_30000110115220010060000210004,MxIF
HTA11_392_30000110115220010060000310004,MxIF
HTA11_392_30000110115220010060000410004,MxIF
HTA11_392_30000110115220010060000510004,MxIF
HTA11_392_30000110115220010060000610004,MxIF
HTA11_392_30000110115220010060000710004,MxIF
HTA11_392_30000110115220010060000810004,MxIF
HTA11_392_30000110115220010060000910004,MxIF
HTA11_392_30000110115220010060001010004,MxIF
HTA11_392_30000110115220010060001110004,MxIF
HTA11_392_30000110115220010060001210004,MxIF
HTA11_392_30000110115220010060001310004,MxIF
HTA11_392_30000110115220010060001410004,MxIF
HTA11_392_30000110115220010060001510004,MxIF
HTA11_392_30000110115220010060001610004,MxIF
HTA11_392_30000110115220010060001710004,MxIF
HTA11_411_20000010115220010010000110004,MxIF
HTA11_411_20000010115220010010000210004,MxIF
HTA11_411_20000010115220010010000310004,MxIF
HTA11_411_20000010115220010010000410004,MxIF
HTA11_411_20000010115220010010000510004,MxIF
HTA11_411_20000010115220010010000610004,MxIF
HTA11_411_20000010115220010010000710004,MxIF
HTA11_411_20000010115220010010000810004,MxIF
HTA11_411_20000010115220010010000910004,MxIF
HTA11_411_20000010115220010010001010004,MxIF
HTA11_411_20000010115220010010001110004,MxIF
HTA11_411_20000010115220010010001210004,MxIF
HTA11_411_20000010115220010010001310004,MxIF
HTA11_411_20000010115220010010001410004,MxIF
HTA11_411_20000010115220010010001510004,MxIF
HTA11_411_20000010115220010010001610004,MxIF
HTA11_411_20000010115220010010001710004,MxIF
HTA11_411_20000010115220010020000110004,MxIF
HTA11_411_20000010115220010020000210004,MxIF
HTA11_411_20000010115220010020000310004,MxIF
HTA11_411_20000010115220010020000410004,MxIF
HTA11_411_20000010115220010020000510004,MxIF
HTA11_411_20000010115220010020000610004,MxIF
HTA11_411_20000010115220010020000710004,MxIF
HTA11_411_20000010115220010020000810004,MxIF
HTA11_411_20000010115220010020000910004,MxIF
HTA11_411_20000010115220010020001010004,MxIF
HTA11_411_20000010115220010020001110004,MxIF
HTA11_411_20000010115220010020001210004,MxIF
HTA11_411_20000010115220010020001310004,MxIF
HTA11_411_20000010115220010020001410004,MxIF
HTA11_411_20000010115220010020001510004,MxIF
HTA11_411_20000010115220010020001610004,MxIF
HTA11_411_20000010115220010020001710004,MxIF
HTA11_411_20000010115220010030000110004,MxIF
HTA11_411_20000010115220010030000210004,MxIF
HTA11_411_20000010115220010030000310004,MxIF
HTA11_411_20000010115220010030000410004,MxIF
HTA11_411_20000010115220010030000510004,MxIF
HTA11_411_20000010115220010030000610004,MxIF
HTA11_411_20000010115220010030000710004,MxIF
HTA11_411_20000010115220010030000810004,MxIF
HTA11_411_20000010115220010030000910004,MxIF
HTA11_411_20000010115220010030001010004,MxIF
HTA11_411_20000010115220010030001110004,MxIF
HTA11_411_20000010115220010030001210004,MxIF
HTA11_411_20000010115220010030001310004,MxIF
HTA11_411_20000010115220010030001410004,MxIF
HTA11_411_20000010115220010030001510004,MxIF
HTA11_411_20000010115220010030001610004,MxIF
HTA11_411_20000010115220010030001710004,MxIF
HTA11_411_20000010115220010040000110004,MxIF
HTA11_411_20000010115220010040000210004,MxIF
HTA11_411_20000010115220010040000310004,MxIF
HTA11_411_20000010115220010040000410004,MxIF
HTA11_411_20000010115220010040000510004,MxIF
HTA11_411_20000010115220010040000610004,MxIF
HTA11_411_20000010115220010040000710004,MxIF
HTA11_411_20000010115220010040000810004,MxIF
HTA11_411_20000010115220010040000910004,MxIF
HTA11_411_20000010115220010040001010004,MxIF
HTA11_411_20000010115220010040001110004,MxIF
HTA11_411_20000010115220010040001210004,MxIF
HTA11_411_20000010115220010040001310004,MxIF
HTA11_411_20000010115220010040001410004,MxIF
HTA11_411_20000010115220010040001510004,MxIF
HTA11_411_20000010115220010040001610004,MxIF
HTA11_411_20000010115220010040001710004,MxIF
HTA11_546_20000010115220010010000110004,MxIF
HTA11_546_20000010115220010010000210004,MxIF
HTA11_546_20000010115220010010000310004,MxIF
HTA11_546_20000010115220010010000410004,MxIF
HTA11_546_20000010115220010010000510004,MxIF
HTA11_546_20000010115220010010000610004,MxIF
HTA11_546_20000010115220010010000710004,MxIF
HTA11_546_20000010115220010010000810004,MxIF
HTA11_546_20000010115220010010000910004,MxIF
