HTAN_Data_File_ID,Imaging_Assay_Type
HTA6_1029_25,MIBI
HTA6_1029_26,MIBI
HTA6_1029_27,MIBI
HTA6_1029_28,MIBI
HTA6_1029_29,MIBI
HTA6_1029_30,MIBI
HTA6_1029_31,MIBI
HTA6_1029_32,MIBI
HTA6_1029_33,MIBI
HTA6_1029_34,MIBI
HTA6_1029_35,MIBI
HTA6_1029_36,MIBI
HTA6_1029_37,MIBI
HTA6_1029_38,MIBI
HTA6_1029_39,MIBI
HTA6_1029_40,MIBI
HTA6_1029_41,MIBI
HTA6_1029_42,MIBI
HTA6_1029_43,MIBI
HTA6_1029_44,MIBI
HTA6_1029_45,MIBI
HTA6_1029_46,MIBI
HTA6_1029_47,MIBI
HTA6_1029_50,MIBI
HTA6_1029_51,MIBI
HTA6_1029_52,MIBI
HTA6_1029_53,MIBI
HTA6_1029_54,MIBI
HTA6_2129_13,MIBI
HTA6_2129_14,MIBI
HTA6_2129_15,MIBI
HTA6_2129_16,MIBI
HTA6_2129_17,MIBI
HTA6_2129_18,MIBI
HTA6_2129_19,MIBI
HTA6_2129_20,MIBI
HTA6_2129_21,MIBI
HTA6_2129_22,MIBI
HTA6_2129_23,MIBI
HTA6_2129_24,MIBI
HTA6_2129_25,MIBI
HTA6_2129_26,MIBI
HTA6_2129_27,MIBI
HTA6_2129_28,MIBI
HTA6_2129_29,MIBI
HTA6_2129_30,MIBI
HTA6_2129_31,MIBI
HTA6_2129_32,MIBI
HTA6_2129_33,MIBI
HTA6_2129_34,MIBI
HTA6_2129_35,MIBI
HTA6_2129_36,MIBI
HTA6_2129_37,MIBI
HTA6_2129_38,MIBI
HTA6_2129_39,MIBI
HTA6_2129_40,MIBI
HTA6_2129_41,MIBI
HTA6_2129_42,MIBI
HTA6_2129_43,MIBI
HTA6_2129_44,MIBI
HTA6_2129_45,MIBI
HTA6_2129_46,MIBI
HTA6_2129_47,MIBI
HTA6_2129_48,MIBI
HTA6_2129_49,MIBI
HTA6_2129_50,MIBI
HTA6_2129_51,MIBI
HTA6_2129_52,MIBI
HTA6_2129_53,MIBI
HTA6_2129_54,MIBI
HTA6_2129_55,MIBI
HTA6_1045_10,MIBI
HTA6_1045_11,MIBI
HTA6_1045_12,MIBI
HTA6_1045_13,MIBI
HTA6_1045_14,MIBI
HTA6_1045_15,MIBI
HTA6_1045_16,MIBI
HTA6_1045_17,MIBI
HTA6_1045_18,MIBI
HTA6_1045_19,MIBI
HTA6_1045_20,MIBI
HTA6_1045_21,MIBI
HTA6_1045_22,MIBI
HTA6_1045_23,MIBI
HTA6_1045_24,MIBI
HTA6_1045_25,MIBI
HTA6_1045_26,MIBI
HTA6_1045_27,MIBI
HTA6_1045_28,MIBI
HTA6_1045_29,MIBI
HTA6_1045_30,MIBI
HTA6_1045_31,MIBI
HTA6_1045_32,MIBI
HTA6_1045_33,MIBI
HTA6_1045_34,MIBI
HTA6_1045_35,MIBI
HTA6_1045_36,MIBI
HTA6_1045_37,MIBI
HTA6_1045_38,MIBI
HTA6_1045_39,MIBI
HTA6_1045_40,MIBI
HTA6_1045_41,MIBI
HTA6_1045_42,MIBI
HTA6_1045_43,MIBI
HTA6_1045_44,MIBI
HTA6_1045_46,MIBI
HTA6_1045_47,MIBI
HTA6_1045_48,MIBI
HTA6_1045_49,MIBI
HTA6_1045_50,MIBI
HTA6_1045_51,MIBI
HTA6_1118_327,MIBI
HTA6_1118_328,MIBI
HTA6_1118_329,MIBI
HTA6_1118_331,MIBI
HTA6_1118_332,MIBI
HTA6_1118_334,MIBI
HTA6_1118_335,MIBI
HTA6_1118_336,MIBI
HTA6_1118_337,MIBI
HTA6_1118_338,MIBI
HTA6_1118_339,MIBI
HTA6_1118_340,MIBI
HTA6_1118_341,MIBI
HTA6_1118_342,MIBI
HTA6_1118_343,MIBI
HTA6_1118_344,MIBI
HTA6_1118_345,MIBI
HTA6_1118_330,MIBI
HTA6_1118_346,MIBI
HTA6_1118_347,MIBI
HTA6_1118_348,MIBI
HTA6_1118_349,MIBI
HTA6_1118_350,MIBI
HTA6_1118_351,MIBI
HTA6_1118_352,MIBI
HTA6_1118_354,MIBI
HTA6_1118_356,MIBI
HTA6_1118_357,MIBI
HTA6_1118_358,MIBI
HTA6_1118_359,MIBI
HTA6_1118_360,MIBI
HTA6_1118_361,MIBI
HTA6_1118_362,MIBI
HTA6_1118_366,MIBI
HTA6_1118_367,MIBI
HTA6_1118_368,MIBI
HTA6_1118_365,MIBI
HTA6_2023_271,MIBI
HTA6_2023_272,MIBI
HTA6_2023_273,MIBI
HTA6_2023_274,MIBI
HTA6_2023_276,MIBI
HTA6_2023_277,MIBI
HTA6_2023_278,MIBI
HTA6_2023_279,MIBI
HTA6_2023_280,MIBI
HTA6_2023_281,MIBI
HTA6_2023_282,MIBI
HTA6_2023_283,MIBI
HTA6_2023_284,MIBI
HTA6_2023_285,MIBI
HTA6_2023_286,MIBI
HTA6_2023_287,MIBI
HTA6_2023_288,MIBI
HTA6_2023_289,MIBI
HTA6_2023_290,MIBI
HTA6_2023_275,MIBI
HTA6_2023_291,MIBI
HTA6_2023_292,MIBI
HTA6_2023_293,MIBI
HTA6_2023_294,MIBI
HTA6_2023_295,MIBI
HTA6_2023_296,MIBI
HTA6_2023_297,MIBI
HTA6_2023_298,MIBI
HTA6_2023_299,MIBI
HTA6_2023_300,MIBI
HTA6_2023_301,MIBI
HTA6_2023_302,MIBI
HTA6_2023_303,MIBI
HTA6_2023_304,MIBI
HTA6_2023_305,MIBI
HTA6_2023_306,MIBI
HTA6_2023_309,MIBI
HTA6_2023_307,MIBI
HTA6_2023_311,MIBI
HTA6_2023_312,MIBI
HTA6_2023_313,MIBI
HTA6_2023_310,MIBI
HTA6_EXT1_3,MIBI
HTA6_EXT1_4,MIBI
HTA6_EXT1_5,MIBI
HTA6_EXT1_6,MIBI
HTA6_EXT1_7,MIBI
HTA6_EXT1_9,MIBI
HTA6_EXT1_10,MIBI
HTA6_EXT1_11,MIBI
HTA6_EXT1_12,MIBI
HTA6_EXT1_13,MIBI
HTA6_EXT1_14,MIBI
HTA6_EXT1_15,MIBI
HTA6_EXT1_16,MIBI
HTA6_EXT1_17,MIBI
HTA6_EXT1_18,MIBI
HTA6_EXT1_19,MIBI
HTA6_EXT1_20,MIBI
HTA6_EXT1_21,MIBI
HTA6_EXT1_22,MIBI
HTA6_EXT1_23,MIBI
HTA6_EXT1_24,MIBI
HTA6_EXT1_25,MIBI
HTA6_EXT1_26,MIBI
HTA6_EXT1_27,MIBI
HTA6_EXT1_28,MIBI
HTA6_EXT1_29,MIBI
HTA6_EXT1_30,MIBI
HTA6_EXT1_31,MIBI
HTA6_EXT1_32,MIBI
HTA6_EXT1_33,MIBI
HTA6_EXT1_34,MIBI
HTA6_EXT1_35,MIBI
HTA6_EXT1_36,MIBI
HTA6_EXT1_37,MIBI
HTA6_EXT1_39,MIBI
HTA6_EXT1_40,MIBI
HTA6_EXT1_41,MIBI
HTA6_EXT1_42,MIBI
HTA6_EXT1_43,MIBI
HTA6_EXT1_44,MIBI
HTA6_2029_269,MIBI
HTA6_2029_270,MIBI
HTA6_2029_271,MIBI
HTA6_2029_272,MIBI
HTA6_2029_274,MIBI
HTA6_2029_275,MIBI
HTA6_2029_276,MIBI
HTA6_2029_278,MIBI
HTA6_2029_279,MIBI
HTA6_2029_280,MIBI
HTA6_2029_281,MIBI
HTA6_2029_282,MIBI
HTA6_2029_283,MIBI
HTA6_2029_284,MIBI
HTA6_2029_286,MIBI
HTA6_2029_287,MIBI
HTA6_2029_288,MIBI
HTA6_2029_273,MIBI
HTA6_2029_289,MIBI
HTA6_2029_290,MIBI
HTA6_2029_291,MIBI
HTA6_2029_292,MIBI
HTA6_2029_294,MIBI
HTA6_2029_295,MIBI
HTA6_2029_296,MIBI
HTA6_2029_297,MIBI
HTA6_2029_299,MIBI
HTA6_2029_300,MIBI
HTA6_2029_301,MIBI
HTA6_2029_302,MIBI
HTA6_2029_303,MIBI
HTA6_2029_305,MIBI
HTA6_2029_309,MIBI
HTA6_2029_310,MIBI
HTA6_2029_311,MIBI
HTA6_2029_308,MIBI
HTA6_1032_328,MIBI
HTA6_1032_329,MIBI
HTA6_1032_330,MIBI
HTA6_1032_331,MIBI
HTA6_1032_334,MIBI
HTA6_1032_335,MIBI
HTA6_1032_336,MIBI
HTA6_1032_337,MIBI
HTA6_1032_338,MIBI
HTA6_1032_339,MIBI
HTA6_1032_340,MIBI
HTA6_1032_341,MIBI
HTA6_1032_342,MIBI
HTA6_1032_343,MIBI
HTA6_1032_344,MIBI
HTA6_1032_345,MIBI
HTA6_1032_346,MIBI
HTA6_1032_347,MIBI
HTA6_1032_332,MIBI
HTA6_1032_348,MIBI
HTA6_1032_349,MIBI
HTA6_1032_350,MIBI
HTA6_1032_351,MIBI
HTA6_1032_353,MIBI
HTA6_1032_354,MIBI
HTA6_1032_355,MIBI
HTA6_1032_356,MIBI
HTA6_1032_357,MIBI
HTA6_1032_358,MIBI
HTA6_1032_359,MIBI
HTA6_1032_360,MIBI
HTA6_1032_361,MIBI
HTA6_1032_362,MIBI
HTA6_1032_363,MIBI
HTA6_1032_365,MIBI
HTA6_1032_366,MIBI
HTA6_1032_364,MIBI
HTA6_1032_368,MIBI
HTA6_1032_369,MIBI
HTA6_1032_370,MIBI
HTA6_1032_367,MIBI
HTA6_1038_269,MIBI
HTA6_1038_270,MIBI
HTA6_1038_271,MIBI
HTA6_1038_272,MIBI
HTA6_1038_274,MIBI
HTA6_1038_275,MIBI
HTA6_1038_276,MIBI
HTA6_1038_277,MIBI
HTA6_1038_278,MIBI
HTA6_1038_279,MIBI
HTA6_1038_280,MIBI
HTA6_1038_281,MIBI
HTA6_1038_282,MIBI
HTA6_1038_283,MIBI
HTA6_1038_284,MIBI
HTA6_1038_285,MIBI
HTA6_1038_286,MIBI
HTA6_1038_287,MIBI
HTA6_1038_288,MIBI
HTA6_1038_273,MIBI
HTA6_1038_289,MIBI
HTA6_1038_290,MIBI
HTA6_1038_292,MIBI
HTA6_1038_293,MIBI
HTA6_1038_294,MIBI
HTA6_1038_295,MIBI
HTA6_1038_296,MIBI
HTA6_1038_297,MIBI
HTA6_1038_298,MIBI
HTA6_1038_299,MIBI
HTA6_1038_300,MIBI
HTA6_1038_301,MIBI
HTA6_1038_302,MIBI
HTA6_1038_303,MIBI
HTA6_1038_304,MIBI
HTA6_1038_307,MIBI
HTA6_1038_305,MIBI
HTA6_1038_309,MIBI
HTA6_1038_310,MIBI
HTA6_1038_311,MIBI
HTA6_1038_308,MIBI
HTA6_1054_332,MIBI
HTA6_1054_333,MIBI
HTA6_1054_334,MIBI
HTA6_1054_335,MIBI
HTA6_1054_337,MIBI
HTA6_1054_338,MIBI
HTA6_1054_339,MIBI
HTA6_1054_340,MIBI
HTA6_1054_341,MIBI
HTA6_1054_342,MIBI
HTA6_1054_343,MIBI
HTA6_1054_344,MIBI
HTA6_1054_345,MIBI
HTA6_1054_346,MIBI
HTA6_1054_347,MIBI
HTA6_1054_348,MIBI
HTA6_1054_349,MIBI
HTA6_1054_350,MIBI
HTA6_1054_351,MIBI
HTA6_1054_336,MIBI
HTA6_1054_352,MIBI
HTA6_1054_353,MIBI
HTA6_1054_354,MIBI
HTA6_1054_355,MIBI
HTA6_1054_356,MIBI
HTA6_1054_357,MIBI
HTA6_1054_358,MIBI
HTA6_1054_359,MIBI
HTA6_1054_360,MIBI
HTA6_1054_361,MIBI
HTA6_1054_362,MIBI
HTA6_1054_363,MIBI
HTA6_1054_364,MIBI
HTA6_1054_365,MIBI
HTA6_1054_366,MIBI
HTA6_1054_367,MIBI
HTA6_1054_370,MIBI
HTA6_1054_368,MIBI
HTA6_1054_372,MIBI
HTA6_1054_373,MIBI
HTA6_1054_374,MIBI
HTA6_1054_371,MIBI
HTA6_1048_271,MIBI
HTA6_1048_272,MIBI
HTA6_1048_273,MIBI
HTA6_1048_275,MIBI
HTA6_1048_276,MIBI
HTA6_1048_277,MIBI
HTA6_1048_278,MIBI
HTA6_1048_279,MIBI
HTA6_1048_280,MIBI
HTA6_1048_281,MIBI
HTA6_1048_282,MIBI
HTA6_1048_283,MIBI
HTA6_1048_284,MIBI
HTA6_1048_285,MIBI
HTA6_1048_286,MIBI
HTA6_1048_287,MIBI
HTA6_1048_288,MIBI
HTA6_1048_289,MIBI
HTA6_1048_274,MIBI
HTA6_1048_290,MIBI
HTA6_1048_291,MIBI
HTA6_1048_292,MIBI
HTA6_1048_293,MIBI
HTA6_1048_295,MIBI
HTA6_1048_296,MIBI
HTA6_1048_297,MIBI
HTA6_1048_298,MIBI
HTA6_1048_299,MIBI
HTA6_1048_300,MIBI
HTA6_1048_301,MIBI
HTA6_1048_302,MIBI
HTA6_1048_303,MIBI
HTA6_1048_304,MIBI
HTA6_1048_305,MIBI
HTA6_1048_307,MIBI
HTA6_1048_308,MIBI
HTA6_1048_306,MIBI
HTA6_1048_310,MIBI
HTA6_1048_311,MIBI
HTA6_1048_312,MIBI
HTA6_1048_309,MIBI
HTA6_EXT2_2,MIBI
HTA6_EXT2_3,MIBI
HTA6_EXT2_4,MIBI
HTA6_EXT2_5,MIBI
HTA6_EXT2_7,MIBI
HTA6_EXT2_8,MIBI
HTA6_EXT2_9,MIBI
HTA6_EXT2_10,MIBI
HTA6_EXT2_11,MIBI
HTA6_EXT2_12,MIBI
HTA6_EXT2_13,MIBI
HTA6_EXT2_14,MIBI
HTA6_EXT2_15,MIBI
HTA6_EXT2_16,MIBI
HTA6_EXT2_17,MIBI
HTA6_EXT2_18,MIBI
HTA6_EXT2_19,MIBI
HTA6_EXT2_20,MIBI
HTA6_EXT2_21,MIBI
HTA6_EXT2_22,MIBI
HTA6_EXT2_23,MIBI
HTA6_EXT2_24,MIBI
HTA6_EXT2_25,MIBI
HTA6_EXT2_26,MIBI
HTA6_EXT2_27,MIBI
HTA6_EXT2_28,MIBI
HTA6_EXT2_29,MIBI
HTA6_EXT2_30,MIBI
HTA6_EXT2_31,MIBI
HTA6_EXT2_32,MIBI
HTA6_EXT2_33,MIBI
HTA6_EXT2_35,MIBI
HTA6_EXT2_36,MIBI
HTA6_EXT2_37,MIBI
HTA6_EXT2_39,MIBI
HTA6_EXT2_40,MIBI
HTA6_EXT2_41,MIBI
HTA6_EXT2_42,MIBI
HTA6_EXT2_43,MIBI
HTA6_EXT2_44,MIBI
HTA6_2350_7,MIBI
HTA6_2350_8,MIBI
HTA6_2350_9,MIBI
HTA6_2350_10,MIBI
HTA6_2350_11,MIBI
HTA6_2350_12,MIBI
HTA6_2350_13,MIBI
HTA6_2350_14,MIBI
HTA6_2350_15,MIBI
HTA6_2350_16,MIBI
HTA6_2350_17,MIBI
HTA6_2350_18,MIBI
HTA6_2350_19,MIBI
HTA6_2350_20,MIBI
HTA6_2350_21,MIBI
HTA6_2350_22,MIBI
HTA6_2350_23,MIBI
HTA6_2350_24,MIBI
HTA6_2350_25,MIBI
HTA6_2350_26,MIBI
HTA6_2350_27,MIBI
HTA6_2350_28,MIBI
HTA6_2350_29,MIBI
HTA6_2350_30,MIBI
HTA6_2350_31,MIBI
HTA6_2350_32,MIBI
HTA6_2350_33,MIBI
HTA6_2350_34,MIBI
HTA6_2350_35,MIBI
HTA6_2350_36,MIBI
HTA6_2350_37,MIBI
HTA6_2350_38,MIBI
HTA6_2350_39,MIBI
HTA6_2350_40,MIBI
HTA6_2350_41,MIBI
HTA6_2350_42,MIBI
HTA6_2350_43,MIBI
HTA6_2350_44,MIBI
HTA6_2350_45,MIBI
HTA6_2350_46,MIBI
HTA6_2350_47,MIBI
HTA6_2350_48,MIBI
HTA6_2350_49,MIBI
HTA6_1028_9,MIBI
HTA6_1028_10,MIBI
HTA6_1028_11,MIBI
HTA6_1028_12,MIBI
HTA6_1028_13,MIBI
HTA6_1028_14,MIBI
HTA6_1028_15,MIBI
HTA6_1028_16,MIBI
HTA6_1028_17,MIBI
HTA6_1028_18,MIBI
HTA6_1028_19,MIBI
HTA6_1028_20,MIBI
HTA6_1028_21,MIBI
HTA6_1028_22,MIBI
HTA6_1028_23,MIBI
HTA6_1028_24,MIBI
HTA6_1028_25,MIBI
HTA6_1028_26,MIBI
HTA6_1028_27,MIBI
HTA6_1028_28,MIBI
HTA6_1028_29,MIBI
HTA6_1028_30,MIBI
HTA6_1028_31,MIBI
HTA6_1028_32,MIBI
HTA6_1028_33,MIBI
HTA6_1028_34,MIBI
HTA6_1028_35,MIBI
HTA6_1028_36,MIBI
HTA6_1028_37,MIBI
HTA6_1028_38,MIBI
HTA6_1028_39,MIBI
HTA6_1028_40,MIBI
HTA6_1028_41,MIBI
HTA6_1028_42,MIBI
HTA6_1028_43,MIBI
HTA6_1028_44,MIBI
HTA6_1028_45,MIBI
HTA6_1028_46,MIBI
HTA6_1028_47,MIBI
HTA6_1028_48,MIBI
HTA6_1028_49,MIBI
HTA6_1028_50,MIBI
HTA6_1028_51,MIBI
HTA6_1025_270,MIBI
HTA6_1025_271,MIBI
HTA6_1025_272,MIBI
HTA6_1025_275,MIBI
HTA6_1025_276,MIBI
HTA6_1025_277,MIBI
HTA6_1025_278,MIBI
HTA6_1025_279,MIBI
HTA6_1025_280,MIBI
HTA6_1025_281,MIBI
HTA6_1025_282,MIBI
HTA6_1025_283,MIBI
HTA6_1025_284,MIBI
HTA6_1025_285,MIBI
HTA6_1025_286,MIBI
HTA6_1025_287,MIBI
HTA6_1025_288,MIBI
HTA6_1025_273,MIBI
HTA6_1025_289,MIBI
HTA6_1025_290,MIBI
HTA6_1025_291,MIBI
HTA6_1025_292,MIBI
HTA6_1025_293,MIBI
HTA6_1025_294,MIBI
HTA6_1025_295,MIBI
HTA6_1025_296,MIBI
HTA6_1025_297,MIBI
HTA6_1025_298,MIBI
HTA6_1025_299,MIBI
HTA6_1025_300,MIBI
HTA6_1025_301,MIBI
HTA6_1025_302,MIBI
HTA6_1025_303,MIBI
HTA6_1025_304,MIBI
HTA6_1025_305,MIBI
HTA6_1025_309,MIBI
HTA6_1025_310,MIBI
HTA6_1025_311,MIBI
HTA6_1025_308,MIBI
HTA6_2078_270,MIBI
HTA6_2078_271,MIBI
HTA6_2078_272,MIBI
HTA6_2078_274,MIBI
HTA6_2078_275,MIBI
HTA6_2078_276,MIBI
HTA6_2078_277,MIBI
HTA6_2078_278,MIBI
HTA6_2078_279,MIBI
HTA6_2078_280,MIBI
HTA6_2078_281,MIBI
HTA6_2078_282,MIBI
HTA6_2078_283,MIBI
HTA6_2078_284,MIBI
HTA6_2078_285,MIBI
HTA6_2078_286,MIBI
HTA6_2078_287,MIBI
HTA6_2078_288,MIBI
HTA6_2078_273,MIBI
HTA6_2078_289,MIBI
HTA6_2078_290,MIBI
HTA6_2078_291,MIBI
HTA6_2078_292,MIBI
HTA6_2078_293,MIBI
HTA6_2078_294,MIBI
HTA6_2078_295,MIBI
HTA6_2078_296,MIBI
HTA6_2078_297,MIBI
HTA6_2078_298,MIBI
HTA6_2078_299,MIBI
HTA6_2078_301,MIBI
HTA6_2078_302,MIBI
HTA6_2078_303,MIBI
HTA6_2078_304,MIBI
HTA6_2078_305,MIBI
HTA6_2078_309,MIBI
HTA6_2078_310,MIBI
HTA6_2078_311,MIBI
HTA6_2078_308,MIBI
HTA6_2020_327,MIBI
HTA6_2020_328,MIBI
HTA6_2020_329,MIBI
HTA6_2020_330,MIBI
HTA6_2020_332,MIBI
HTA6_2020_333,MIBI
HTA6_2020_334,MIBI
HTA6_2020_335,MIBI
HTA6_2020_336,MIBI
HTA6_2020_337,MIBI
HTA6_2020_338,MIBI
HTA6_2020_339,MIBI
HTA6_2020_340,MIBI
HTA6_2020_341,MIBI
HTA6_2020_342,MIBI
HTA6_2020_343,MIBI
HTA6_2020_344,MIBI
HTA6_2020_345,MIBI
HTA6_2020_346,MIBI
HTA6_2020_331,MIBI
HTA6_2020_347,MIBI
HTA6_2020_348,MIBI
HTA6_2020_349,MIBI
HTA6_2020_350,MIBI
HTA6_2020_351,MIBI
HTA6_2020_352,MIBI
HTA6_2020_353,MIBI
HTA6_2020_354,MIBI
HTA6_2020_355,MIBI
HTA6_2020_356,MIBI
HTA6_2020_357,MIBI
HTA6_2020_358,MIBI
HTA6_2020_359,MIBI
HTA6_2020_360,MIBI
HTA6_2020_361,MIBI
HTA6_2020_362,MIBI
HTA6_2020_365,MIBI
HTA6_2020_363,MIBI
HTA6_2020_367,MIBI
HTA6_2020_368,MIBI
HTA6_2020_369,MIBI
HTA6_2020_366,MIBI
HTA6_1057_267,MIBI
HTA6_1057_268,MIBI
HTA6_1057_269,MIBI
HTA6_1057_270,MIBI
HTA6_1057_272,MIBI
HTA6_1057_273,MIBI
HTA6_1057_274,MIBI
HTA6_1057_275,MIBI
HTA6_1057_276,MIBI
HTA6_1057_277,MIBI
HTA6_1057_278,MIBI
HTA6_1057_279,MIBI
HTA6_1057_280,MIBI
HTA6_1057_281,MIBI
HTA6_1057_282,MIBI
HTA6_1057_283,MIBI
HTA6_1057_284,MIBI
HTA6_1057_285,MIBI
HTA6_1057_286,MIBI
HTA6_1057_271,MIBI
HTA6_1057_287,MIBI
HTA6_1057_288,MIBI
HTA6_1057_289,MIBI
HTA6_1057_290,MIBI
HTA6_1057_291,MIBI
HTA6_1057_292,MIBI
HTA6_1057_293,MIBI
HTA6_1057_294,MIBI
HTA6_1057_295,MIBI
HTA6_1057_296,MIBI
HTA6_1057_297,MIBI
HTA6_1057_298,MIBI
HTA6_1057_299,MIBI
HTA6_1057_300,MIBI
HTA6_1057_301,MIBI
HTA6_1057_302,MIBI
HTA6_1057_304,MIBI
HTA6_1057_305,MIBI
HTA6_1057_303,MIBI
HTA6_1057_307,MIBI
HTA6_1057_308,MIBI
HTA6_1057_309,MIBI
HTA6_1057_306,MIBI
HTA6_2026_268,MIBI
HTA6_2026_269,MIBI
HTA6_2026_270,MIBI
HTA6_2026_272,MIBI
HTA6_2026_273,MIBI
HTA6_2026_275,MIBI
HTA6_2026_276,MIBI
HTA6_2026_277,MIBI
HTA6_2026_278,MIBI
HTA6_2026_279,MIBI
HTA6_2026_280,MIBI
HTA6_2026_281,MIBI
HTA6_2026_282,MIBI
HTA6_2026_283,MIBI
HTA6_2026_284,MIBI
HTA6_2026_285,MIBI
HTA6_2026_286,MIBI
HTA6_2026_271,MIBI
HTA6_2026_287,MIBI
HTA6_2026_288,MIBI
HTA6_2026_289,MIBI
HTA6_2026_290,MIBI
HTA6_2026_292,MIBI
HTA6_2026_293,MIBI
HTA6_2026_295,MIBI
HTA6_2026_296,MIBI
HTA6_2026_297,MIBI
HTA6_2026_298,MIBI
HTA6_2026_299,MIBI
HTA6_2026_300,MIBI
HTA6_2026_301,MIBI
HTA6_2026_302,MIBI
HTA6_2026_304,MIBI
HTA6_2026_305,MIBI
HTA6_2026_303,MIBI
HTA6_2026_307,MIBI
HTA6_2026_308,MIBI
HTA6_2026_309,MIBI
HTA6_2026_306,MIBI
HTA6_1044_270,MIBI
HTA6_1044_271,MIBI
HTA6_1044_272,MIBI
HTA6_1044_274,MIBI
HTA6_1044_275,MIBI
HTA6_1044_276,MIBI
HTA6_1044_277,MIBI
